fixation_id,timestamp,avg_gaze_x,avg_gaze_y,duration
0.0,0.0,1619.9295903104119,799.1143991983208,277.1878592009742
1.0,602.5823026108135,830.3080578013088,1327.2204127735197,542.324072349732
2.0,1265.4228354827083,1110.7506683249105,1294.8123295043288,482.06584208865075
3.0,1843.901845989089,1257.849555220771,1262.721840035394,108.46481446994649
4.0,1976.469952563468,1174.207083142667,1342.6458678839037,168.7230447310275
5.0,2386.225918338821,872.3047174462769,1343.378122955736,277.18785920097446
6.0,2687.517069644228,995.7108050419424,1393.2585147242678,313.34279735762306
7.0,3049.066451210716,855.5768881341029,1399.887978073126,144.61975262659487
8.0,3217.789495941744,1142.391756100626,1431.9677028003928,216.92962893989255
9.0,3458.822416986069,1219.4044650514159,1442.0447405858008,168.72304473102773
10.0,3651.648753821529,1325.8740606131075,1447.0562516793482,156.67139867881153
11.0,3880.6300288136385,1427.99133173265,1439.8148371242246,156.67139867881107
12.0,4097.559657753531,1605.379024700426,1431.6892601306736,325.3944434098397
13.0,4495.2639774766685,902.7103178526779,1354.8598143577863,144.61975262659533
14.0,4712.193606416561,844.6247459448512,1354.2681602837333,156.67139867881107
15.0,4941.1748814086695,920.0312916651758,1271.7357594937387,108.46481446994716
16.0,5206.311094557428,1094.9495127117004,1291.8600065746814,120.51646052216292
17.0,5423.240723497321,1159.8529367206734,1290.9876384528638,168.72304473102773
18.0,5760.686812959376,1423.767053984794,1298.7026804926982,132.56810657437956
19.0,5917.358211638188,1510.8532243751613,1298.6708825105468,132.56810657437867
20.0,6158.391132682513,837.1066475739232,1213.5579426387023,662.8405328718951
21.0,6881.48989581549,998.0456519844387,1251.5812626016611,144.61975262659533
22.0,7194.832693173113,1179.8487364881453,1204.5111410315012,433.8592578797851
23.0,7652.795243157331,1385.3271392498216,1245.5851448804917,325.3944434098388
24.0,8038.447916828252,1591.2572773551642,1236.649576541962,349.4977355142712
25.0,8580.771989177983,877.5331410085178,1167.965164660286,337.44608946205545
26.0,8954.373016796688,979.5057478523008,1171.0600005459585,421.8076118275693
27.0,9400.283920728689,1054.0571468307319,1179.833774320561,120.51646052216292
28.0,9593.11025756415,1172.9203627552067,1196.6548831440853,216.92962893989255
