,fixation_id,timestamp,avg_gaze_x,avg_gaze_y,duration
0,1.0,710.929063471855,1373.582627548485,1059.0961243693703,192.7943222974523
1,2.0,976.0212566308518,854.6788732922998,1166.3053131340196,144.5957417230893
2,4.0,2434.028319005334,1483.495095488135,1218.5519445748976,12.049645143590748
3,6.0,3084.7091567592356,821.4065542897237,1164.5298456845962,554.2836766051753
4,7.0,3687.1914139387736,960.2473174492504,1193.499280998547,518.1347411744031
5,8.0,4229.4254454003585,1021.1400782244557,1191.6683454941865,361.48935430772246
6,9.0,4615.014089995262,1032.2187379477134,1126.6626933759765,144.59574172308896
7,10.0,4795.758767149124,1179.8126046078378,1142.8017588056919,216.89361258463347
8,11.0,5036.751670020939,1266.1239139576571,1131.4697982279868,168.69503201027135
9,12.0,5229.545992318392,1357.5619597610225,1134.9622004383868,120.49645143590749
10,13.0,5398.241024328662,1467.84667743909,1164.9353430100718,108.44680629231718
11,14.0,5566.936056338933,1628.0816230299642,1142.7634750904735,168.69503201027047
12,15.0,5844.07789464152,843.0607365790977,1099.773663838164,180.74467715386166
13,16.0,6048.921862082563,944.6359439663185,1110.9629403524632,204.84396744104316
14,17.0,6277.865119810788,1043.022906738827,1120.93873277731,240.99290287181498
15,18.0,6542.957312969785,947.9957195434644,1121.7744679304244,168.69503201027047
16,19.0,6808.049506128781,1212.4426496621052,1124.6811735288584,313.2907737333603
17,20.0,7145.439570149323,1152.3268932087553,1117.7626305597855,168.69503201027047
18,21.0,7338.233892446775,1051.581811517197,1109.8948472627405,144.59574172308896
19,22.0,7567.177150175,1332.8111164395893,1127.9181180314026,192.79432229745197
20,23.0,7784.070762759633,1422.3647392749303,1111.0162287890616,228.94325772822555
21,24.0,8037.113310775039,1538.1865012326916,1099.2058063129791,735.0283537590361
22,25.0,10386.794113775239,1268.4585194669012,1095.8324364598388,96.39716114872598
23,26.0,10567.538790929098,1430.0379198050575,1134.4527028904256,132.54609657949956
24,27.0,10832.630984088097,1524.5937031739736,1053.5813308166896,108.44680629231718
25,28.0,11170.021048108638,1677.7170255273982,1054.6136750310334,216.89361258463435
26,29.0,11411.013950980454,1737.455948595454,1050.9198882312605,96.39716114872598
27,30.0,11820.701885862538,840.7795817017434,1026.0663222097214,144.59574172308896
28,31.0,12001.446563016401,944.7131091534278,1051.4483145347765,301.2411285897691
29,32.0,12326.78698189335,1094.7849523707189,1045.7984514122984,156.64538686668016
30,33.0,12603.928820195939,1206.9795424673516,1029.6548967987749,265.09219315899554
