fixation_id,timestamp,avg_gaze_x,avg_gaze_y,duration
0.0,48.208727463340544,1630.7768113839054,761.0729583432192,253.09581918253787
1.0,554.4003658284163,1038.3740450039154,1285.8744345018035,168.73054612169193
2.0,747.2352756817785,1217.2118216871238,1287.8916623592766,241.04363731670276
3.0,1072.6441860593272,1392.5798998695223,1290.7860548116455,96.41745492668096
4.0,1289.5834596443597,1543.451226657988,1304.2804495175174,289.25236478004337
5.0,1614.9923700219083,1643.1468213974692,1295.1485808632003,132.57400052418666
6.0,1856.0360073386112,895.4116558972834,1264.9586564242302,108.4696367925162
7.0,1988.6100078627976,822.2745031793077,1269.6817541884402,204.8870917191974
8.0,2253.7580089111702,1045.9151135676188,1270.7466254732574,228.99145545086785
9.0,2506.853828093708,1109.875483527094,1276.082258038062,132.57400052418643
10.0,2687.6365560812355,1249.54233273186,1277.9407581926198,144.62618239002146
11.0,2856.3671022029275,1336.4610377530043,1261.0669505278765,192.83490985336192
12.0,3145.6194669829706,1577.5034276630106,1270.5990864265718,168.73054612169193
13.0,3519.2371048238597,860.5591232178153,1241.6153026084564,132.57400052418643
14.0,3675.915469079717,809.6596284446896,1239.5492717790446,253.09581918253787
15.0,3953.115651993925,962.5426526101875,1238.5259200351184,253.09581918253787
16.0,4242.368016773968,1147.747942021028,1252.9407641529365,228.99145545086785
17.0,4640.090018346527,935.4146498139603,1129.0395046660258,120.52181865835098
18.0,4844.977110065724,844.5262469825227,1102.1006792407536,156.6783642558569
19.0,5025.759838053252,1009.6106322433923,1074.3237218615145,228.99145545086785
20.0,5278.855657235789,1230.9447814226116,1142.8229943397769,265.14800104837377
21.0,5604.264567613338,1376.3609937019723,1138.751015500033,301.3045466458788
22.0,5977.882205454228,1525.9951591794204,1118.047642644691,108.46963679251598
23.0,6170.71711530759,1634.238157970084,1106.4376908075485,277.2001829142079
24.0,6532.282571282643,956.8449176365264,1083.372737676031,144.62618239002188
25.0,6701.013117404335,1005.9484630203935,1226.3959192166972,204.88709171919783
26.0,6978.2133003185445,1207.205290692604,1261.6722420241765,96.41745492668096
27.0,7183.100392037742,1132.6019304026954,1120.9087827894923,96.41745492668096
28.0,7327.726574427763,965.5329477919678,1119.3328254689209,313.3567285117129
29.0,7665.187666671147,992.5547644080706,1074.6353893540143,144.626182390021
30.0,7833.918212792839,1188.276115621871,1066.2145969331405,144.626182390021
31.0,8038.805304512037,1317.2894771459007,1080.92511214048,156.67836425585512
32.0,8255.744578097068,1494.0657626237632,1083.8636101961567,361.56545597505385
33.0,8641.414397803792,1603.5882558868773,1107.0231504627034,156.6783642558569
34.0,8894.510216986331,912.468564625093,1044.1791908700498,144.62618239002012
35.0,9063.240763108024,830.1497269941034,1061.8258491378838,228.99145545086697
36.0,9340.44094602223,888.8947243589138,1037.4302327305388,385.66981970672566
37.0,9798.423856923966,943.4880308347131,1073.3881643414877,373.61763784088885
38.0,10220.250222228195,1068.1703809302783,1082.3050046346807,132.57400052418689
39.0,10425.137313947394,1294.7170701617601,1087.030967887949,301.30454664587705
40.0,10810.807133654118,1441.5368744485422,1094.979898073095,132.57400052418689
41.0,11015.694225373314,1503.5717507479048,1078.8344172173774,168.73054612169193
42.0,11280.842226421688,838.0537736581396,1018.5501947402977,361.56545597505385
43.0,11678.564227994248,1013.5553506695928,1014.9570484791101,337.46109224338386
44.0,12052.181865835137,922.2963766571813,1015.8739531309257,96.41745492668186
45.0,12220.912411956828,820.8276789368148,1001.0028955335846,361.56545597505385
46.0,12654.790959126894,999.6096829541806,1010.4831726658915,192.83490985336192
47.0,12871.730232711925,1066.6613652270764,1013.1311525949671,204.88709171919695
48.0,13136.878233760299,1264.2066631631242,1045.3331521949744,228.99145545086697
49.0,13414.078416674507,1416.9553736573257,1022.4842189447858,313.3567285117138
50.0,13751.539508917891,1532.7143979982977,1019.0786188250299,204.88709171919874
51.0,14052.84405556377,832.7411242774118,964.854508091096,470.03509276757075
52.0,14571.08787579468,942.5618919572677,966.5173855868836,228.99145545086873
53.0,14872.392422440558,1137.729086088154,978.6389728138092,241.04363731670196
54.0,15137.540423488932,1248.235105409699,988.1644622021545,241.04363731670196
55.0,15414.74060640314,1407.5504213391055,985.7251712130704,301.3045466458788
56.0,15776.306062378193,1528.836893722641,990.2162078576072,108.46963679251687
57.0,15932.98442663405,1650.0378828622768,982.1298377498412,156.6783642558569
58.0,16210.184609548258,829.5138884104472,925.340375937121,626.7134570234276
59.0,16861.002430303353,980.8971093730507,901.8291325418014,253.09581918254054
60.0,17150.254795083398,1159.4211400573206,903.8327742104541,373.61763784089067
61.0,17547.97679665596,1223.722380539856,916.34136250282,385.66981970672384
62.0,18005.959707557693,1433.3955725677156,921.9767406774996,156.6783642558569
63.0,18186.74243554522,1507.9507559452359,922.1771025923271,180.78272798752693
64.0,18391.629527264417,1573.3245516316397,925.1030103434643,228.99145545087052
65.0,18704.98625577613,891.7656658625432,869.9193669475541,96.41745492668363
66.0,18837.56025630032,798.7350506251378,864.324815809986,192.8349098533637
67.0,19054.49952988535,1017.3267449867943,858.6003331213816,216.93927358503018
68.0,19331.69971279956,1137.9909442493188,863.8209425039959,132.57400052418689
69.0,19548.63898638459,1313.1718515866291,873.2523593815865,265.14800104837377
70.0,19861.995714896308,1452.8314784044828,864.3759770711089,144.62618239002012
71.0,20030.726261017997,1510.1624232679303,856.8331076162355,132.57400052418689
72.0,20211.508989005524,1631.1366919746554,852.0461598077069,96.41745492668363
73.0,20404.343898858886,1684.3545005405465,858.0074153244647,132.57400052418689
74.0,20669.49189990726,851.5571773411241,807.2552601202453,120.5218186583501
75.0,20814.118082297282,786.3845859789093,806.1580977659911,132.57400052418689
76.0,20982.848628418975,943.36126794774,801.7970277831674,686.9743663526009
77.0,21742.136085966584,1131.4478418704496,800.3957302021134,120.52181865835365
78.0,21983.17972328329,1237.3538485414924,842.5205786602022,108.46963679251687
79.0,22163.962451270814,1414.779083166931,810.102276731768,96.41745492668008
80.0,22296.536451795004,1539.4977502165204,815.0783507932679,253.09581918253699
81.0,22573.73663470921,1667.7707015096096,821.686924574153,168.7305461216937
82.0,22850.93681762342,827.2819633516825,762.2804290420919,156.6783642558569
83.0,23091.98045494012,1015.2647148640003,753.5792063136114,216.93927358503373
84.0,23405.337183451833,861.7174679102793,751.5842718459079,144.62618239002367
85.0,23574.06772957353,789.3145023544492,757.4656390242566,228.99145545086697
86.0,23827.163548756063,946.1126597583474,745.9785169300184,144.62618239002012
87.0,24007.94627674359,1116.3856241233411,743.2866947600419,241.04363731670375
88.0,24273.094277791966,1294.3685618615048,736.2531959603842,180.78272798752693
89.0,24490.033551376997,1376.5576232131316,740.0785415753724,108.46963679251687
90.0,24646.71191563285,1211.1658651064345,746.4892797486107,120.52181865835365
91.0,24815.44246175455,1419.4665019292179,757.7053002052188,192.83490985336016
92.0,25044.433917205413,1604.3587606144397,770.8181172224073,192.8349098533637
93.0,25285.477554522116,1665.2562246128534,756.9751498630568,96.41745492668008
94.0,25586.782101167995,791.1852901582388,708.9092714577737,204.88709171919695
95.0,25839.877920350533,1013.229935245609,693.2449067544065,144.62618239002367
96.0,26080.921557667236,1074.5452243393866,685.0376336052846,108.46963679251687
