fixation_id,timestamp,avg_gaze_x,avg_gaze_y,duration
0.0,0.0,1094.1424936857977,889.380523497449,144.62269300197457
1.0,228.98593058645974,1183.3916052471827,1113.6264407609235,168.7264751689703
2.0,590.5426630913961,931.833523850901,1287.8136509375195,144.62269300197462
3.0,940.0475045128347,1221.3244382289258,1274.6394515254988,192.83025733596614
4.0,1253.3966726837796,1136.7465622057775,1215.8953817518075,265.1416038369534
5.0,1578.7977319382226,1220.893681063467,1302.3393610069168,108.46701975148076
6.0,1831.887444691678,1485.5392243209196,1319.791010358484,144.6226930019745
7.0,2024.717702027644,1276.3671001276036,1328.918615335462,735.1653560933706
8.0,2820.1425135385043,1453.4376916149536,1292.9274262496315,228.98593058645966
9.0,3290.1662657949214,890.2433784225869,1198.3877015496275,168.72647516897032
10.0,3507.100305297883,1047.4332754208008,1229.6915888317326,253.0897127534555
11.0,3928.916493220309,1446.952576222911,1240.369437389729,120.51891083497867
12.0,4109.694859472777,1600.53503728592,1228.2584690742847,204.88214841946385
13.0,4423.044027643722,885.4221395069287,1159.0694060136118,108.46701975148143
14.0,4555.614829562199,812.9736017917053,1172.370484147951,192.8302573359666
15.0,4832.80832448265,1028.2727960173909,1203.9965907339467,120.51891083497867
16.0,4977.431017484624,1097.722681656362,1211.199741442057,253.0897127534555
17.0,5278.728294572072,1271.614159723213,1233.2346332159595,180.77836625246846
18.0,5507.714225158532,1456.8170676779587,1230.5695681761283,156.6745840854722
19.0,5688.492591410999,1617.5424162782126,1213.8971026740107,144.62269300197494
20.0,5989.789868498447,971.4079104419212,1142.4129157560444,216.93403950296198
21.0,6279.035254502395,1206.1687355224208,1164.040444564544,144.62269300197494
22.0,6640.591987007332,952.9806167892972,1072.132931567707,96.4151286679833
23.0,6785.214680009307,807.45457773175,1040.6350535063782,216.93403950296198
24.0,7026.252501679265,869.3938891215187,1072.9522663724933,144.62269300197406
25.0,7267.2903233492225,1181.2908058219973,1120.1793417391302,204.88214841946385
26.0,7508.32814501918,1380.1163345945827,1125.7408088525062,265.1416038369536
27.0,7881.936768607615,1649.6132103208981,1103.2099791445787,132.57080191847592
28.0,8122.974590277572,875.139166044117,1009.3307495269999,108.46701975148143
29.0,8267.597283279545,819.9296296473071,1021.141052069729,265.1416038369536
30.0,8556.842669283496,912.9198499657568,1018.9973620550713,180.77836625246846
31.0,8834.036164203946,1121.8020483879623,1039.2297625718436,120.51891083497956
32.0,8978.65885720592,1475.1079498060997,1038.6308506651744,301.2972770874462
33.0,9316.111807543863,1560.8900730717091,1029.4735907133393,120.51891083497779
34.0,9472.786391629334,1657.9240331718388,1040.218197802224,144.62269300197406
35.0,9725.87610438279,834.1662926449274,951.8461255886115,241.03782166995734
36.0,10015.12149038674,1027.7135864718796,968.3404514475933,325.40105925444254
37.0,10436.937678309165,1470.003746238912,978.5836858413626,192.8302573359648
38.0,10653.871717812126,1541.1269607426193,974.6388544591281,253.0897127534555
39.0,10955.168994899574,1636.4783310196126,983.299107897203,108.46701975148143
40.0,11172.103034402537,830.0055402226757,913.4025516106581,253.0897127534555
41.0,11497.504093656979,1273.3679880257218,934.6464801612225,241.03782166995734
42.0,11834.957043994918,1415.4659677840473,933.7427404889736,361.5567325049369
43.0,12256.773231917345,1530.5743221264127,919.2117692254571,156.6745840854722
44.0,12497.811053587302,1107.399338702856,861.4698141133019,289.2453860039499
45.0,12811.160221758246,1032.1176374639654,829.5526293809073,192.8302573359666
