,fixation_id,timestamp,avg_gaze_x,avg_gaze_y,duration
0,157.0,43309.68348021226,836.2896056571457,580.7066464576502,36.15165565960865
1,160.0,43948.36273019869,1146.312332507281,605.9205168833727,156.6571745249803
2,161.0,44165.27266415636,1295.887904950251,631.2194869410971,48.202207546147235
3,162.0,44442.435357546696,1434.29331736021,655.9080104578785,96.40441509229447
4,165.0,45165.46847073889,1645.16159078035,663.320972458508,36.15165565960865
5,166.0,45310.07509337733,836.2164143891257,675.0366774305496,313.3143490499464
6,167.0,45707.743305633034,1149.0003902917501,690.2681376461588,144.6066226384346
7,168.0,45876.45103204454,1443.5520014682886,691.2740636729017,168.70772641151177
8,169.0,46105.41151788873,1561.77769439659,703.9599536048881,96.40441509229447
9,170.0,46274.119244300244,901.2664870840808,639.1754244846572,289.2132452768763
10,171.0,46587.4335933502,980.6764846491862,639.1804809384412,168.70772641151177
11,172.0,46792.29297542132,1181.8648492941031,629.8925650674952,265.11214150379914
12,173.0,47129.70842824434,1367.3465135878723,636.6501354535195,156.6571745249732
13,174.0,47334.567810315464,912.3914075001219,591.0480482200863,180.75827829804325
14,175.0,47539.42719238658,1088.4279567874635,595.0778454728768,241.01103773072907
15,176.0,47816.58988577692,1305.012594144067,590.0132124642912,204.85938207112042
16,177.0,48057.60092350765,1497.352086945379,590.6966398993777,614.5781462133684
17,178.0,48744.48238104024,846.0004533553786,526.9541347968126,313.3143490499464
18,179.0,49166.25169706901,1426.998493796854,591.7173369373485,132.55607075189602
19,180.0,49322.90887159399,1476.919721070483,652.132996317971,144.6066226384346
20,181.0,49672.37487630354,861.3068845948501,600.4058435478325,313.3143490499535
21,182.0,50311.05412628998,965.4757607653319,720.9124260892596,120.50551886536454
22,183.0,50564.115715907246,1127.836650134515,766.382564036497,156.6571745249732
23,184.0,50768.97509797837,1253.6191863365132,758.0965235648672,156.6571745249732
24,185.0,50949.73337627642,1307.169011660416,757.9775495588365,168.70772641151177
25,186.0,51142.542206461,1152.6466611721175,743.8265788286735,156.6571745249732
26,188.0,52106.58635738392,1050.9996113550574,692.5228027561648,60.252759432678715
27,193.0,53721.36031017982,1326.5672958590962,799.1820353063374,216.909933957659
28,194.0,53986.47245168362,1490.8103963562955,793.8448994039978,506.1231792345282
29,195.0,54589.00004601045,854.4989699773844,771.2416179034902,590.4770424402911
30,196.0,55312.03315920264,893.221085717624,952.1167638972576,228.9604858441905
31,198.0,55878.40909786986,1334.6517014250094,955.4463250855052,72.3033113192173
32,200.0,56336.330069558244,908.8386261269553,894.5073443664166,373.5671084826322
33,201.0,56733.99828181395,1144.1924984577256,918.3049756981521,204.85938207112042
34,202.0,56962.95876765814,1422.1473945078014,872.7232112647255,180.75827829804325
35,220.0,61831.3817298189,1415.0267946984131,778.2187496565274,144.6066226384346
36,300.0,87209.84400286482,1410.0379044210574,651.788485526466,60.25275943268582
