,fixation_id,timestamp,avg_gaze_x,avg_gaze_y,duration
0,89.0,25019.701552004866,951.8696646820746,838.5214963595896,72.31127616186228
1,90.0,25164.324104328596,843.2141403842372,836.1037042965627,156.6744316840385
2,91.0,25393.309812174495,1117.2877179085688,831.5339017014505,168.72631104434888
3,92.0,25598.19176129978,1209.540352531258,844.7228682028664,108.46691424279697
4,93.0,25766.918072344124,1339.4631469359801,887.2304194937951,108.46691424279697
5,94.0,25899.488745307543,1375.4548850058713,986.8712537780405,289.24510464745623
6,95.0,26321.304522918417,1462.2363367172113,1002.8370083129179,72.31127616186228
7,96.0,26417.7195578009,1576.9866070252756,1020.6982177588071,144.62255232372812
8,97.0,26586.44586884525,1458.7274196554154,1060.334938985499,228.98570784590078
9,98.0,26839.535335411776,1561.2670392086839,1055.680625287466,168.72631104434888
10,99.0,27080.572922617986,884.9773462186305,990.625840522547,216.9338284855904
11,100.0,27321.610509824197,1024.6758468496168,995.6080195697767,156.6744316840385
12,101.0,27502.388700228857,1115.0777763457743,988.8674744518352,277.1932252871459
13,102.0,27839.841322317552,1233.074429144293,1004.4376530028782,156.6744316840385
14,103.0,28020.619512722213,1371.125446245068,1007.2066184711917,132.57067296341773
15,104.0,28237.553341207808,877.5233571726675,913.8064630315633,409.76389825056003
16,105.0,28707.57663625992,1075.198638143961,931.1225600659656,337.45262208869775
17,106.0,29081.184896429553,1193.780792904905,941.9190069024374,108.46691424279342
18,107.0,29249.9112074739,1329.0578559753667,941.0244755675517,168.72631104434888
19,108.0,29478.8969153198,1509.282283104605,945.263262292761,180.77819040465926
20,109.0,29756.090140606946,856.3023156630622,880.6425068470514,361.5563808093185
21,110.0,30177.905918217817,1059.0716808632478,889.9507137493723,373.6082601696289
22,111.0,30611.773575189003,1223.110232594057,889.6454251486429,373.6082601696289
23,112.0,31009.48559407925,1340.5869823673106,884.145678918604,289.24510464745623
24,113.0,31322.834457447327,1488.1162756831136,892.5483690760566,277.1932252871423
25,114.0,31672.338958896336,850.1710268564525,834.6736221713425,397.7120188902496
26,115.0,32106.206615867522,981.517536640411,831.7990669185389,204.88194912528002
27,116.0,32335.19232371342,1060.5603731024244,790.7375568561573,156.6744316840385
28,117.0,32576.229910919636,1126.4283131667669,717.1645187989366,96.41503488248304
29,118.0,32732.904342603666,1015.2011320810234,641.3360543083454,349.5045014490117
30,119.0,33118.56448213362,994.950016608905,448.27996797476897,0.0
