,fixation_id,timestamp,avg_gaze_x,avg_gaze_y,duration
0,0.0,84.3500183618729,839.432427073776,828.2905364974898,241.00005246249395
1,1.0,349.4500760706162,764.9475341779008,839.6062383691662,48.20001049249883
2,2.0,614.5501337793596,914.2774677930988,865.7952956112935,132.55002885437162
3,3.0,783.2501705031054,1155.7292643011642,820.142392283616,132.55002885437162
4,4.0,1036.300225588724,929.9432516145098,1199.3433237382126,156.65003410062096
5,5.0,1217.0502649355944,843.5762337492973,1186.2392092585046,144.60003147749646
6,6.0,1662.9003619912085,1028.817534659643,1193.9977386148837,216.90004721624456
7,7.0,1928.0004196999516,1159.6628918576596,1181.8264453056095,144.60003147749666
8,8.0,2156.9504695393207,1273.8922748428138,1199.2067113165187,735.0501600106068
9,9.0,2916.100634796177,1403.7391731131988,1195.2772560794754,241.000052462494
10,10.0,3181.2006925049204,1496.5207612816737,1184.2645805904633,168.70003672374568
11,11.0,3398.100739721165,1654.3607032784512,1177.7225537909105,361.50007869374076
12,12.0,3843.950836776779,840.8298688793805,1131.4395295443674,409.70008918623967
13,13.0,4301.8509364555175,1009.4503409633727,1137.550731439462,289.20006295499246
14,14.0,4627.201007279885,1203.862213722631,1160.4581638613265,566.3501232868606
15,15.0,5277.901148928618,1405.2828994174454,1162.0620829124593,192.80004196999556
16,16.0,5494.801196144863,1499.1916437073464,1155.2814455478883,204.85004459311983
17,17.0,5723.751245984232,1553.8452028799036,1142.260955276533,156.65003410062096
18,18.0,5964.751298446726,855.18433684386,1058.622085576375,156.65003410062096
19,19.0,6302.151371894217,967.1940192352989,1062.767960865266,289.2000629549933
20,20.0,6615.451440095459,1057.3705279362014,1088.1160923976777,253.05005508561874
21,21.0,6892.601500427327,1111.4323829221714,1088.3599541871135,397.6500865631154
22,22.0,7350.501600106066,1245.1439625028981,1098.3345482944214,180.75003934687038
23,23.0,7615.601657814809,1442.6389245335781,1095.5769925635814,469.95010230186284
24,24.0,8121.701767986046,1559.2948300039004,1087.6000673933972,265.100057708743
25,25.0,8410.90183094104,1642.282601795142,1090.712046870959,421.75009180936485
26,26.0,8904.951938489152,832.0383264074908,1019.3371659482972,385.6000839399911
27,27.0,9338.752032921642,973.403487401601,1019.0574158028331,96.40002098499778
28,28.0,9567.70208276101,1100.041758996473,1046.386549307746,216.9000472162441
29,29.0,9808.702135223504,1253.6528083160529,1048.2598479283586,277.1500603318682
30,30.0,10146.102208670996,1457.5463378433667,1040.8291002124238,482.0001049249871
31,31.0,10760.652342450356,1592.920804267221,1041.9263623255058,265.100057708743
32,32.0,11146.252426390345,857.277927983994,963.2166657243515,325.3500708243671
33,33.0,11495.702502460961,931.9579048825614,965.3867322553447,120.50002623124811
34,34.0,11652.352536561582,985.125550392479,957.3138933813474,168.70003672374523
35,35.0,11857.202581154705,1114.4600382375365,985.305323583825,313.3000682012419
36,36.0,12194.602654602195,1135.4939691778277,1063.800096992394,120.50002623124811
37,37.0,12363.30269132594,1110.0421932607874,1141.4450799842145,120.50002623124811
38,38.0,12532.002728049687,1263.5147435467593,1131.4976441609335,192.80004196999556
39,39.0,12845.302796250928,1400.9599964124031,1107.1031544514483,638.650139025609
40,40.0,13508.052940522786,1482.672861393917,1129.471258458798,180.75003934687038
41,41.0,13990.053045447776,841.9123272616175,1055.527159583629,530.200115417486
42,42.0,14544.353166111512,1002.3170661556229,1071.0124781778036,361.50007869374076
43,43.0,14929.953250051502,1105.0174775126984,1093.2467700981663,289.2000629549933
44,44.0,15267.353323498994,1169.5848667943817,1152.1600873047917,132.5500288543715
45,45.0,15436.053360222739,1019.140503309935,1138.2716884387326,241.00005246249447
46,46.0,15701.15341793148,1134.1551972002258,1150.6155370251488,277.1500603318682
47,47.0,16002.403483509599,1206.427201886599,1155.7196248770174,228.95004983936929
48,48.0,16291.603546464594,1390.0773576800623,1163.6224215514214,144.6000314774949
49,49.0,16460.30358318834,1509.2468224231818,1172.0772140628417,253.05005508561962
50,50.0,16785.653654012705,1618.0930528571396,1229.5302939297571,301.25006557811673
51,51.0,17291.75376418394,852.0202219669383,1155.489277907391,337.40007344749404
52,52.0,17701.45385337018,1024.122013451591,1155.0636798255643,361.50007869374076
53,53.0,18123.203945179546,1147.315009693811,1131.9578330175189,132.5500288543715
54,54.0,18569.05404223516,1083.9186641071412,1112.6496371008234,289.2000629549933
55,55.0,18894.404113059525,1208.6816723446445,1125.1347587668579,120.50002623124811
56,56.0,19472.80423896951,1378.8365085498638,1156.0573600127825,36.150007869373724
57,57.0,19569.20425995451,1586.4121989830608,1156.072246112256,228.95004983936929
58,58.0,19846.354320286377,1669.5970354394517,1163.270826534558,156.65003410062184
59,62.0,20858.55454062885,1052.7783111092285,1175.6471348201046,132.5500288543715
60,63.0,21051.354582598848,1134.4500355555992,1189.0595254138532,216.9000472162459
