fixation_id,timestamp,avg_gaze_x,avg_gaze_y,duration
0.0,72.30261679841192,1181.8285229415417,1181.357573953896,204.85741426216708
1.0,650.7235511857073,909.7289782912129,1336.2981864077171,96.4034890645492
2.0,771.2279125163938,863.7653681824221,1313.0262865039035,132.5547974637552
3.0,927.8835822462863,862.5655643662179,1402.7107649394852,204.85741426216708
4.0,1241.1949217060712,1101.2058006693574,1346.4651522205927,108.45392519761799
5.0,1373.7497191698264,1169.8925450973734,1336.6845346430334,144.60523359682375
6.0,1542.4558250327875,1145.5346708123068,1407.0491779655383,168.7061058629611
7.0,1735.262803161886,1088.6560555988087,1383.123684032447,216.90785039523576
8.0,2048.574142621671,869.5599517758366,1376.274106141753,301.26090332671663
9.0,2410.0872266137308,1096.6015210259,1386.025667151125,108.45392519761754
10.0,2578.793332476692,1286.8540605185694,1391.9288599554068,156.65566972989265
11.0,2759.5498744727215,1381.830359629403,1390.942812377671,96.40348906454932
12.0,3157.214266863987,1120.0426648680968,1326.8105004663305,482.01744532274614
13.0,3711.5343289851453,873.1522388604566,1302.6721133820358,204.85741426216686
14.0,3952.543051646518,1412.7241246784595,1319.0618738115684,638.6731150526388
15.0,4627.367475098363,1501.3271349416389,1304.5595708638057,96.40348906454932
16.0,4820.1744532274615,1590.608689045531,1305.5729562389051,96.40348906454844
17.0,5085.284048154971,846.3225120420161,1228.714727731647,253.05915879444197
18.0,5410.6458237478255,1030.8868449494787,1246.1672959664918,301.26090332671663
19.0,5748.058035473747,1295.8879391443356,1261.0491157430192,265.1095949275106
20.0,6037.268502667395,1393.8235341187167,1250.3547862864216,566.3704982542273
21.0,6627.739873187758,1477.618257639002,1259.8641493263972,108.45392519761799
22.0,6760.294670651514,1545.8468659801347,1252.6232543800572,156.65566972989265
23.0,6953.101648780613,1672.665854173315,1254.4961626170061,192.80697812909864
24.0,7254.362552107329,882.9608455052135,1196.584339742304,168.7061058629613
25.0,7603.82519996632,1209.214139015631,1231.5032604868384,108.45392519761799
26.0,7736.379997430075,1120.68535569656,1210.8264585217512,156.65566972989265
27.0,8109.9435175552035,1281.3769246657891,1215.4990076370457,277.1600310605784
28.0,8435.305293148056,1365.923145970419,1216.7007505544445,204.8574142621682
29.0,8700.414888075567,1537.7471493486523,1212.16963477837,204.8574142621664
30.0,9001.675791402284,1671.9401691115038,1199.6269037497593,180.75654199603088
31.0,9254.734950196726,877.6498383526636,1141.9897583141835,482.01744532274483
32.0,9941.60980978164,1471.551553132646,1184.0528532088988,216.90785039523598
33.0,10194.66896857608,1683.191634823923,1156.8552334175156,253.05915879444285
34.0,10556.18205256814,893.010262662021,1090.94130397315,216.90785039523598
35.0,10869.493392027925,1263.2812315565286,1110.0552495209708,168.7061058629613
36.0,11122.552550822365,877.8149541114601,1036.6497289052459,397.66439239126504
37.0,11556.368251612837,1059.6269954909205,1031.7018423953725,530.2191898550212
38.0,12146.839622133202,1260.025333301177,1033.761152420265,445.8661369235397
39.0,12677.058811988223,1373.9495369988801,1031.6229687960786,216.90785039523598
40.0,12990.370151448009,1581.113713355913,1034.8186324726753,409.7148285243328
41.0,13641.093702633714,878.8300330679806,982.923615275226,120.50436133068665
42.0,13882.102425295088,824.6895997589622,985.2732945509346,120.50436133068665
43.0,14195.413764754872,1123.8595552794131,983.6469987871468,313.3113394597853
44.0,14556.926848746933,1243.416507621505,987.9421124934585,156.65566972989177
45.0,14942.54080500513,1631.3603495834166,990.7643296043013,325.36177559285306
46.0,15533.012175525493,836.5190063981576,905.8032838604062,277.1600310605784
47.0,15834.27307885221,916.701037906892,925.0402217523199,373.56352012512775
48.0,16231.937471243476,1035.6177310250148,922.8972887695406,409.7148285243328
49.0,16701.904480433153,1170.8396357079023,923.2351362328519,265.10959492750885
50.0,17027.266256026007,1298.607108946026,921.2283704471164,216.9078503952342
51.0,17521.334137481823,1644.8561855529888,936.2613519905327,120.50436133068487
52.0,17677.989807211714,1761.79131901706,914.6783340928347,96.40348906454932
53.0,17870.79678534081,816.3497631177734,843.645210201991,204.8574142621682
54.0,18123.855944135255,928.3166990678317,872.510283210255,156.65566972989353
55.0,18304.612486131282,876.457312366513,869.1469552028345,120.50436133068843
56.0,18497.419464260383,1078.1188112802315,871.0573040605497,144.60523359682398
57.0,18774.57949532096,1225.7742765201422,875.4257899080108,132.55479746375443
58.0,18967.38647345006,1410.0084230920004,875.097405207088,156.65566972989353
59.0,19172.243887712226,1616.5134770994057,871.6723024238482,132.55479746375443
60.0,19328.89955744212,1686.2257161207929,868.3993182934921,409.7148285243328
61.0,19835.017875031004,855.9524245267113,809.8696183680247,168.70610586295953
62.0,20220.6318312892,1354.5833333879978,811.838761997123,144.60523359682398
63.0,20437.539681684433,1546.4362342613776,807.3114128448454,253.05915879444285
64.0,20811.10320180956,1682.2773167258779,797.2225991157242,156.65566972989353
65.0,21040.06148833787,884.5545263874466,763.0902753194401,253.0591587944393
66.0,21317.22151939845,849.5887413054878,694.8428481099655,265.10959492750885
67.0,21678.734603390505,1044.5262050376173,674.0721061395157,361.51308399205817
68.0,22100.499868047908,1164.44055029399,738.9175086698339,156.65566972989353
69.0,22437.912079773832,836.9669942609104,754.9216675265778,216.90785039523774
70.0,22703.021674701344,906.2355124183648,699.9775521450597,144.60523359682398
71.0,22968.13126962885,1234.7603215654074,677.1158848514794,253.05915879444285
72.0,23462.199151084667,1424.7675888237416,698.2603708144565,168.70610586295953
73.0,23655.006129213765,1499.923160505177,681.5617688129073,132.55479746375443
74.0,23823.712235076728,1599.4953676779792,672.4768043199705,144.60523359682398
75.0,24173.17488293572,870.1679802803284,630.748700100405,325.36177559285306
76.0,24582.88971146005,1112.6731596118773,621.9495003137897,180.75654199602909
77.0,24847.99930638756,1305.657622032546,624.1068090331124,180.75654199603264
78.0,25101.058465182003,1492.88446085351,631.7921117462058,96.40348906454932
79.0,25245.663698778826,1693.7511296076739,637.9194931146943,168.70610586296308
80.0,25510.77329370634,987.531617739517,591.9945068218585,120.50436133068487
81.0,25655.37852730316,902.3615697782699,572.0932072118104,156.65566972989353
82.0,25836.13506929919,844.56960651167,570.6768270716544,132.55479746375443
83.0,26065.093355827496,1086.166495291137,579.9255369264,192.80697812909864
84.0,26282.001206222732,1244.6551363499646,558.8240147969186,337.4122117259226
85.0,26655.564726347857,1393.2955488459945,565.4851720813417,168.70610586296308
86.0,26872.472576743097,1465.0677475482805,574.1992988785627,144.60523359682398
87.0,27041.178682606056,1586.6128162879943,568.4857513017,277.16003106058196
88.0,27535.246564061872,1724.7779316902545,590.0579935141124,457.9165730566075
89.0,28113.66749844917,893.0964757105263,507.4229686446664,120.50436133068487
