user_id,stimulus,label,edge_index,node_features,system_label,gREL_label
A01,g-rel_q075-1,False,"[[2, 1], [1, 0], [0, 1], [1, 2], [2, 3], [3, 2]]","[[2, 0.3254855878487193], [20, 4.65323840405947], [22, 4.797898665325566], [18, 4.279532729122048]]",False,i
A01,g-rel_q076-1,False,"[[2, 1], [1, 0], [0, 1], [1, 2], [2, 2], [2, 1], [1, 2], [2, 2], [2, 3], [3, 4], [4, 3], [3, 4], [4, 4], [4, 4]]","[[2, 0.45803492981838945], [12, 2.3504424030154185], [29, 5.882132782930897], [13, 2.0249965318286733], [57, 13.234798761594512]]",True,r
A01,g-rel_q085-2,False,"[[1, 0], [0, 1], [1, 2], [2, 2], [2, 3], [3, 2], [2, 2]]","[[13, 2.953975710364105], [16, 3.8341399016154516], [25, 5.0760154043399535], [5, 0.9886775846932938]]",False,i
A01,g-rel_q088-1,False,"[[2, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 2], [2, 3], [3, 3], [3, 4], [4, 3], [3, 4], [4, 3], [3, 1], [1, 2], [2, 1], [1, 2], [2, 1], [1, 2], [2, 2], [2, 1], [1, 2], [2, 3], [3, 3], [3, 4], [4, 4]]","[[13, 3.024996866154448], [53, 12.847197845898979], [42, 9.32807798567146], [19, 4.555572969746535], [37, 8.725488968509246]]",False,t
A01,g-rel_q094-2,False,"[[2, 0], [0, 1], [1, 1], [1, 2], [2, 3], [3, 2], [2, 1], [1, 0], [0, 1], [1, 2], [2, 2], [2, 2], [2, 2], [2, 1], [1, 0]]","[[14, 3.4462775757030695], [26, 6.410558287671437], [106, 24.557740207282688], [24, 5.301965501081657]]",False,t
A01,g-rel_q097-2,False,"[[1, 0], [0, 1], [1, 1], [1, 2], [2, 2], [2, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 1], [1, 0]]","[[8, 1.9286602952226757], [29, 6.256091832628552], [21, 4.604676454844139], [26, 5.665439617216617], [31, 6.364578974234824]]",False,t
A01,g-rel_q103-1,False,"[[0, 0], [0, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 3], [3, 0]]","[[10, 2.3139256860755824], [29, 7.062294021043193], [25, 5.772762518907319], [19, 4.9411954754739185]]",False,i
A01,g-rel_q116-1,True,"[[1, 0], [0, 1], [1, 2], [2, 1], [1, 2], [2, 2], [2, 2], [2, 3], [3, 2], [2, 3], [3, 2], [2, 3], [3, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 4], [4, 5], [5, 1], [1, 0], [0, 1], [1, 2], [2, 2], [2, 2], [2, 2]]","[[16, 3.121222406385277], [37, 8.556246751094784], [51, 10.990559207040071], [18, 3.5550602698210714], [11, 2.7717419052842267], [5, 0.9761351927305348]]",True,r
A01,g-rel_q118-1,True,"[[1, 1], [1, 1], [1, 1], [1, 2], [2, 3]]","[[0, 0], [44, 11.11614546904693], [23, 5.196376027287668], [2, 0.4822622763144011]]",True,r
A01,g-rel_q122-2,False,"[[2, 1], [1, 2], [2, 2], [2, 3], [3, 1], [1, 0], [0, 1], [1, 2]]","[[4, 0.8199553967064688], [22, 4.509754681885582], [29, 6.439061497665507], [18, 4.075660648335093]]",False,i
A01,g-rel_q128-1,True,"[[3, 1], [1, 0], [0, 1], [1, 2], [2, 1], [1, 0], [0, 1], [1, 1], [1, 2], [2, 3], [3, 2]]","[[6, 1.4219830196275622], [67, 16.292551207936143], [33, 8.254731935973549], [3, 0.6748393991452812], [0, 0]]",True,r
A01,g-rel_q134-3,False,"[[0, 1], [1, 2], [2, 2], [2, 2], [2, 2], [2, 3], [3, 2], [2, 1], [1, 2], [2, 2]]","[[5, 1.0725723168513444], [23, 4.386700262178522], [64, 13.533693391281574], [52, 10.930596532406394]]",False,t
A03,g-rel_q075-1,False,"[[2, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 2], [2, 3]]","[[3, 0.6507356812871903], [26, 10.484074865182507], [5, 14.894616705017903], [3, 3.3982863356108837]]",False,i
A03,g-rel_q076-1,True,"[[2, 0], [0, 1], [1, 0], [0, 1], [1, 2], [2, 2], [2, 3], [3, 4], [4, 4], [4, 3], [3, 4], [4, 4], [4, 4]]","[[2, 0.2771637544708695], [28, 6.892942067710319], [57, 12.556723137332442], [31, 7.109852832078829], [47, 9.30306167180484]]",True,r
A03,g-rel_q085-2,False,"[[2, 1], [1, 0], [0, 1], [1, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 2], [2, 3], [3, 1], [1, 0], [0, 0]]","[[7, 1.6147303669613293], [29, 7.145784385134787], [64, 14.424121263079819], [21, 5.338250392267621]]",False,i
A03,g-rel_q088-1,False,"[[1, 0], [0, 0], [0, 1], [1, 1], [1, 2], [2, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 4]]","[[7, 1.6268043195947688], [54, 12.640872083369707], [39, 9.327011432343333], [25, 7.917114355361242], [24, 7.652005503279099]]",False,t
A03,g-rel_q094-2,False,"[[2, 1], [1, 0], [0, 0], [0, 1], [1, 2], [2, 2], [2, 2], [2, 2], [2, 3]]","[[9, 2.012624890720117], [31, 8.508462112864686], [76, 20.39138512034992], [19, 6.061977964264777]]",False,t
A03,g-rel_q097-2,False,"[[3, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 2], [2, 2], [2, 3], [3, 2], [2, 3], [3, 4], [4, 3], [3, 4]]","[[2, 0.3374176871407034], [30, 9.074125657748183], [23, 15.521213608472337], [35, 9.122328184482566], [37, 9.797163558763984]]",False,t
A03,g-rel_q103-1,False,"[[0, 1], [1, 0], [0, 1], [1, 2], [2, 1], [1, 2], [2, 3], [3, 2], [2, 3], [3, 2], [2, 1], [1, 3]]","[[4, 1.0243409830694858], [29, 8.351391779613571], [23, 4.928887789122584], [24, 6.2786076726964986]]",False,i
A03,g-rel_q116-1,True,"[[1, 1], [1, 0], [0, 1], [1, 2], [2, 1], [1, 2], [2, 3], [3, 4], [4, 3], [3, 4]]","[[5, 0.9883416531978604], [35, 7.593356603837217], [37, 8.400904052181819], [24, 6.665279685590445], [10, 1.9164185714446234], [0, 0]]",True,r
A03,g-rel_q118-1,True,"[[2, 1], [1, 1], [1, 2]]","[[0, 0], [56, 18.488384549586772], [51, 12.920174861249693], [0, 0]]",True,r
A03,g-rel_q122-2,False,"[[2, 0], [0, 1], [1, 0], [0, 1], [1, 1], [1, 2], [2, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 2], [2, 3]]","[[3, 0.8316652176101043], [37, 8.846989416316179], [32, 12.703987526971734], [32, 7.87068676955651]]",False,i
A03,g-rel_q128-1,True,"[[2, 0], [0, 1], [1, 1], [1, 1], [1, 2], [2, 2], [2, 1], [1, 0], [0, 2]]","[[4, 0.8797980950892659], [56, 12.763098393144283], [15, 4.567718877244259], [0, 0], [0, 0]]",True,r
A03,g-rel_q134-3,False,"[[2, 1], [1, 0], [0, 1], [1, 1], [1, 2], [2, 1], [1, 2], [2, 2], [2, 2], [2, 3]]","[[5, 1.3857261665889196], [21, 5.554954459108624], [73, 17.291452600479126], [57, 12.893278245653448]]",False,t
A04,g-rel_q075-1,False,"[[3, 1], [1, 2], [2, 3], [3, 3], [3, 1]]","[[0, 0], [29, 5.88104244388946], [34, 8.520280753749685], [36, 9.52054002187024]]",False,i
A04,g-rel_q076-1,True,"[[2, 1], [1, 2], [2, 3], [3, 4], [4, 4], [4, 4], [4, 4], [4, 3], [3, 4], [4, 3]]","[[0, 0], [22, 5.012605247060605], [70, 16.170471734508], [31, 7.073075192366744], [43, 12.037482312051758]]",True,r
A04,g-rel_q085-2,False,"[[2, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 2], [2, 3], [3, 3], [3, 1]]","[[5, 0.9278522859153955], [55, 13.242982626246999], [46, 11.037827193487027], [23, 5.603263804554018]]",False,i
A04,g-rel_q088-1,False,"[[1, 2], [2, 3], [3, 3], [3, 3], [3, 3], [3, 4], [4, 3], [3, 4], [4, 2], [2, 2], [2, 1]]","[[0, 0], [29, 5.773004440441169], [35, 7.629043446345008], [33, 7.3397906142560885], [34, 7.773669862389461]]",False,t
A04,g-rel_q094-2,False,"[[1, 2], [2, 3], [3, 3], [3, 3], [3, 2], [2, 1], [1, 2], [2, 1]]","[[0, 0], [53, 14.340313144224686], [73, 17.77475788884994], [55, 13.436511895639036]]",False,t
A04,g-rel_q097-2,False,"[[1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 3], [3, 4], [4, 3], [3, 3], [3, 4]]","[[0, 0], [33, 7.459962650360581], [44, 9.231553134371909], [34, 9.303862950045826], [48, 12.871147189959778]]",False,t
